transaction_id,time,amount,customer_id,is_abnormal,reason,transaction_count_last_1_days,rolling_history
58,2024-12-04 09:00:00,9065,19335,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[9999, ""2024-12-02 03:00:00""], [8940, ""2024-12-02 05:00:00""], [9820, ""2024-12-02 12:00:00""], [8519, ""2024-12-02 13:00:00""], [1570, ""2024-12-02 15:00:00""], [5125, ""2024-12-02 16:00:00""], [3333, ""2024-12-02 18:00:00""], [9054, ""2024-12-02 19:00:00""], [3347, ""2024-12-02 22:00:00""], [9065, ""2024-12-04 09:00:00""]]"
59,2024-12-04 10:00:00,3817,13172,0,,5,"[[4881, ""2024-12-02 04:00:00""], [8643, ""2024-12-02 09:00:00""], [1775, ""2024-12-02 16:00:00""], [2390, ""2024-12-02 20:00:00""], [3817, ""2024-12-04 10:00:00""]]"
60,2024-12-04 11:00:00,4231,16530,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[5443, ""2024-12-02 02:00:00""], [9047, ""2024-12-02 03:00:00""], [5548, ""2024-12-02 03:00:00""], [8517, ""2024-12-02 20:00:00""], [4231, ""2024-12-04 11:00:00""]]"
61,2024-12-04 12:00:00,2973,10459,0,,5,"[[6297, ""2024-12-02 02:00:00""], [264, ""2024-12-02 11:00:00""], [6189, ""2024-12-02 13:00:00""], [4339, ""2024-12-02 17:00:00""], [2973, ""2024-12-04 12:00:00""]]"
62,2024-12-04 13:00:00,6055,16892,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[9141, ""2024-12-02 01:00:00""], [2690, ""2024-12-02 01:00:00""], [7353, ""2024-12-02 01:00:00""], [4660, ""2024-12-02 02:00:00""], [2921, ""2024-12-02 02:00:00""], [9471, ""2024-12-02 03:00:00""], [5564, ""2024-12-02 06:00:00""], [9896, ""2024-12-02 06:00:00""], [3396, ""2024-12-02 12:00:00""], [2101, ""2024-12-02 12:00:00""], [3916, ""2024-12-02 13:00:00""], [3079, ""2024-12-02 17:00:00""], [9019, ""2024-12-02 18:00:00""], [8609, ""2024-12-02 18:00:00""], [3811, ""2024-12-02 18:00:00""], [4060, ""2024-12-02 19:00:00""], [5820, ""2024-12-02 20:00:00""], [3968, ""2024-12-02 20:00:00""], [9641, ""2024-12-02 23:00:00""], [6055, ""2024-12-04 13:00:00""]]"
63,2024-12-04 14:00:00,6188,16262,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[6047, ""2024-12-02 01:00:00""], [7989, ""2024-12-02 01:00:00""], [4413, ""2024-12-02 01:00:00""], [9816, ""2024-12-02 02:00:00""], [6039, ""2024-12-02 03:00:00""], [5026, ""2024-12-02 08:00:00""], [3469, ""2024-12-02 08:00:00""], [7295, ""2024-12-02 09:00:00""], [4859, ""2024-12-02 10:00:00""], [4723, ""2024-12-02 11:00:00""], [1127, ""2024-12-02 12:00:00""], [4830, ""2024-12-02 13:00:00""], [4769, ""2024-12-02 15:00:00""], [4228, ""2024-12-02 17:00:00""], [8630, ""2024-12-02 17:00:00""], [820, ""2024-12-02 18:00:00""], [7190, ""2024-12-02 21:00:00""], [1302, ""2024-12-02 21:00:00""], [1510, ""2024-12-02 23:00:00""], [6188, ""2024-12-04 14:00:00""]]"
64,2024-12-04 15:00:00,3227,12256,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[4452, ""2024-12-02 04:00:00""], [7361, ""2024-12-02 04:00:00""], [1695, ""2024-12-02 05:00:00""], [8175, ""2024-12-02 05:00:00""], [3804, ""2024-12-02 05:00:00""], [1898, ""2024-12-02 06:00:00""], [822, ""2024-12-02 08:00:00""], [1837, ""2024-12-02 08:00:00""], [5556, ""2024-12-02 08:00:00""], [1409, ""2024-12-02 10:00:00""], [3477, ""2024-12-02 11:00:00""], [1853, ""2024-12-02 11:00:00""], [2100, ""2024-12-02 12:00:00""], [3647, ""2024-12-02 13:00:00""], [9795, ""2024-12-02 16:00:00""], [379, ""2024-12-02 18:00:00""], [4023, ""2024-12-02 19:00:00""], [5341, ""2024-12-02 21:00:00""], [4977, ""2024-12-02 22:00:00""], [3227, ""2024-12-04 15:00:00""]]"
65,2024-12-04 16:00:00,7562,15491,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[1576, ""2024-12-02 04:00:00""], [1194, ""2024-12-02 05:00:00""], [7788, ""2024-12-02 09:00:00""], [4444, ""2024-12-02 09:00:00""], [5743, ""2024-12-02 11:00:00""], [9544, ""2024-12-02 11:00:00""], [9411, ""2024-12-02 13:00:00""], [1208, ""2024-12-02 16:00:00""], [9068, ""2024-12-02 16:00:00""], [1211, ""2024-12-02 17:00:00""], [3767, ""2024-12-02 19:00:00""], [6381, ""2024-12-02 20:00:00""], [9694, ""2024-12-02 22:00:00""], [4680, ""2024-12-02 23:00:00""], [7562, ""2024-12-04 16:00:00""]]"
66,2024-12-04 17:00:00,231,17477,0,,10,"[[7213, ""2024-12-02 01:00:00""], [2443, ""2024-12-02 04:00:00""], [5227, ""2024-12-02 05:00:00""], [2504, ""2024-12-02 08:00:00""], [3615, ""2024-12-02 14:00:00""], [996, ""2024-12-02 15:00:00""], [2347, ""2024-12-02 17:00:00""], [8268, ""2024-12-02 17:00:00""], [9322, ""2024-12-02 18:00:00""], [231, ""2024-12-04 17:00:00""]]"
67,2024-12-04 18:00:00,3549,16707,0,,1,"[[3549, ""2024-12-04 18:00:00""]]"
68,2024-12-04 19:00:00,1732,19895,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,15,"[[5401, ""2024-12-02 01:00:00""], [8832, ""2024-12-02 02:00:00""], [8751, ""2024-12-02 04:00:00""], [4490, ""2024-12-02 07:00:00""], [5259, ""2024-12-02 09:00:00""], [6859, ""2024-12-02 09:00:00""], [8935, ""2024-12-02 14:00:00""], [7616, ""2024-12-02 19:00:00""], [6503, ""2024-12-02 20:00:00""], [525, ""2024-12-02 20:00:00""], [4833, ""2024-12-02 22:00:00""], [6189, ""2024-12-02 22:00:00""], [7582, ""2024-12-02 22:00:00""], [5885, ""2024-12-02 22:00:00""], [1732, ""2024-12-04 19:00:00""]]"
69,2024-12-04 20:00:00,2694,13956,0,,1,"[[2694, ""2024-12-04 20:00:00""]]"
70,2024-12-04 21:00:00,3054,10764,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[8608, ""2024-12-02 01:00:00""], [4388, ""2024-12-02 02:00:00""], [8779, ""2024-12-02 08:00:00""], [2321, ""2024-12-02 09:00:00""], [683, ""2024-12-02 10:00:00""], [6203, ""2024-12-02 11:00:00""], [6876, ""2024-12-02 12:00:00""], [6201, ""2024-12-02 12:00:00""], [1183, ""2024-12-02 12:00:00""], [3974, ""2024-12-02 12:00:00""], [5251, ""2024-12-02 13:00:00""], [6076, ""2024-12-02 13:00:00""], [1183, ""2024-12-02 17:00:00""], [7320, ""2024-12-02 17:00:00""], [3444, ""2024-12-02 17:00:00""], [4272, ""2024-12-02 19:00:00""], [688, ""2024-12-02 22:00:00""], [7093, ""2024-12-02 23:00:00""], [7876, ""2024-12-02 23:00:00""], [3054, ""2024-12-04 21:00:00""]]"
71,2024-12-04 22:00:00,2842,19938,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,15,"[[2178, ""2024-12-02 04:00:00""], [965, ""2024-12-02 06:00:00""], [1332, ""2024-12-02 07:00:00""], [950, ""2024-12-02 09:00:00""], [8942, ""2024-12-02 09:00:00""], [362, ""2024-12-02 10:00:00""], [3636, ""2024-12-02 10:00:00""], [3720, ""2024-12-02 12:00:00""], [7966, ""2024-12-02 14:00:00""], [8867, ""2024-12-02 14:00:00""], [539, ""2024-12-02 14:00:00""], [2876, ""2024-12-02 18:00:00""], [5722, ""2024-12-02 18:00:00""], [5023, ""2024-12-02 21:00:00""], [2842, ""2024-12-04 22:00:00""]]"
72,2024-12-04 23:00:00,1981,17299,1,3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,10,"[[2598, ""2024-12-02 03:00:00""], [7821, ""2024-12-02 04:00:00""], [7533, ""2024-12-02 04:00:00""], [6084, ""2024-12-02 06:00:00""], [7998, ""2024-12-02 11:00:00""], [9643, ""2024-12-02 13:00:00""], [3177, ""2024-12-02 13:00:00""], [1979, ""2024-12-02 18:00:00""], [161, ""2024-12-02 20:00:00""], [1981, ""2024-12-04 23:00:00""]]"
73,2024-12-05 00:00:00,4666,18145,0,,5,"[[1935, ""2024-12-02 02:00:00""], [5263, ""2024-12-02 03:00:00""], [6970, ""2024-12-02 05:00:00""], [6413, ""2024-12-02 15:00:00""], [4666, ""2024-12-05 00:00:00""]]"
74,2024-12-05 01:00:00,9259,19495,1,Số tiền giao dịch lớn.,1,"[[9259, ""2024-12-05 01:00:00""]]"
75,2024-12-05 02:00:00,9882,13619,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[7942, ""2024-12-02 02:00:00""], [3149, ""2024-12-02 07:00:00""], [7446, ""2024-12-02 08:00:00""], [3856, ""2024-12-02 08:00:00""], [1483, ""2024-12-02 09:00:00""], [9825, ""2024-12-02 14:00:00""], [3754, ""2024-12-02 15:00:00""], [3379, ""2024-12-02 18:00:00""], [550, ""2024-12-02 18:00:00""], [1480, ""2024-12-02 19:00:00""], [8416, ""2024-12-02 20:00:00""], [5416, ""2024-12-02 21:00:00""], [3242, ""2024-12-02 21:00:00""], [9981, ""2024-12-02 22:00:00""], [9882, ""2024-12-05 02:00:00""]]"
76,2024-12-05 03:00:00,2448,17852,0,,1,"[[2448, ""2024-12-05 03:00:00""]]"
77,2024-12-05 04:00:00,3156,13948,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,20,"[[8913, ""2024-12-02 01:00:00""], [8128, ""2024-12-02 03:00:00""], [1787, ""2024-12-02 04:00:00""], [1675, ""2024-12-02 04:00:00""], [2645, ""2024-12-02 06:00:00""], [7048, ""2024-12-02 07:00:00""], [3033, ""2024-12-02 08:00:00""], [6053, ""2024-12-02 11:00:00""], [528, ""2024-12-02 12:00:00""], [9647, ""2024-12-02 13:00:00""], [6614, ""2024-12-02 13:00:00""], [8746, ""2024-12-02 14:00:00""], [5067, ""2024-12-02 15:00:00""], [2494, ""2024-12-02 17:00:00""], [7656, ""2024-12-02 18:00:00""], [8237, ""2024-12-02 19:00:00""], [3146, ""2024-12-02 21:00:00""], [3092, ""2024-12-02 21:00:00""], [3530, ""2024-12-02 22:00:00""], [3156, ""2024-12-05 04:00:00""]]"
78,2024-12-05 05:00:00,9577,17801,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,15,"[[6021, ""2024-12-02 05:00:00""], [7857, ""2024-12-02 05:00:00""], [8281, ""2024-12-02 08:00:00""], [9371, ""2024-12-02 09:00:00""], [9886, ""2024-12-02 09:00:00""], [6236, ""2024-12-02 10:00:00""], [2554, ""2024-12-02 14:00:00""], [4871, ""2024-12-02 17:00:00""], [9029, ""2024-12-02 21:00:00""], [4147, ""2024-12-02 21:00:00""], [5729, ""2024-12-02 21:00:00""], [7789, ""2024-12-02 22:00:00""], [4559, ""2024-12-02 22:00:00""], [6872, ""2024-12-02 23:00:00""], [9577, ""2024-12-05 05:00:00""]]"
79,2024-12-05 06:00:00,4237,10437,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[7918, ""2024-12-02 05:00:00""], [7432, ""2024-12-02 05:00:00""], [4325, ""2024-12-02 06:00:00""], [9479, ""2024-12-02 17:00:00""], [4237, ""2024-12-05 06:00:00""]]"
80,2024-12-05 07:00:00,9483,15875,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[2250, ""2024-12-02 08:00:00""], [2234, ""2024-12-02 12:00:00""], [6585, ""2024-12-02 14:00:00""], [2886, ""2024-12-02 14:00:00""], [6291, ""2024-12-02 19:00:00""], [9591, ""2024-12-02 20:00:00""], [86, ""2024-12-02 21:00:00""], [7443, ""2024-12-02 22:00:00""], [7279, ""2024-12-02 22:00:00""], [9483, ""2024-12-05 07:00:00""]]"
81,2024-12-05 08:00:00,1746,15586,0,,5,"[[9202, ""2024-12-02 01:00:00""], [7714, ""2024-12-02 04:00:00""], [6860, ""2024-12-02 06:00:00""], [2430, ""2024-12-02 19:00:00""], [1746, ""2024-12-05 08:00:00""]]"
82,2024-12-05 09:00:00,4559,17203,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[4276, ""2024-12-02 01:00:00""], [9294, ""2024-12-02 09:00:00""], [3931, ""2024-12-02 13:00:00""], [3665, ""2024-12-02 22:00:00""], [4559, ""2024-12-05 09:00:00""]]"
83,2024-12-05 10:00:00,2918,10530,0,,1,"[[2918, ""2024-12-05 10:00:00""]]"
84,2024-12-05 11:00:00,9155,17316,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4811, ""2024-12-02 04:00:00""], [4038, ""2024-12-02 05:00:00""], [5329, ""2024-12-02 06:00:00""], [6520, ""2024-12-02 06:00:00""], [2878, ""2024-12-02 08:00:00""], [246, ""2024-12-02 11:00:00""], [5071, ""2024-12-02 11:00:00""], [1680, ""2024-12-02 15:00:00""], [2088, ""2024-12-02 16:00:00""], [9155, ""2024-12-05 11:00:00""]]"
85,2024-12-05 12:00:00,7320,16037,1,Số tiền giao dịch lớn.,1,"[[7320, ""2024-12-05 12:00:00""]]"
86,2024-12-05 13:00:00,4228,17726,0,,10,"[[2157, ""2024-12-02 03:00:00""], [5880, ""2024-12-02 04:00:00""], [1138, ""2024-12-02 04:00:00""], [675, ""2024-12-02 05:00:00""], [8332, ""2024-12-02 07:00:00""], [1609, ""2024-12-02 14:00:00""], [2879, ""2024-12-02 15:00:00""], [3056, ""2024-12-02 15:00:00""], [2983, ""2024-12-02 23:00:00""], [4228, ""2024-12-05 13:00:00""]]"
87,2024-12-05 14:00:00,3922,13927,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,20,"[[5107, ""2024-12-02 01:00:00""], [5885, ""2024-12-02 02:00:00""], [1450, ""2024-12-02 02:00:00""], [2312, ""2024-12-02 05:00:00""], [4412, ""2024-12-02 05:00:00""], [4524, ""2024-12-02 06:00:00""], [125, ""2024-12-02 07:00:00""], [1090, ""2024-12-02 08:00:00""], [4121, ""2024-12-02 09:00:00""], [1478, ""2024-12-02 10:00:00""], [6413, ""2024-12-02 11:00:00""], [3121, ""2024-12-02 12:00:00""], [8597, ""2024-12-02 13:00:00""], [6616, ""2024-12-02 14:00:00""], [8852, ""2024-12-02 17:00:00""], [5846, ""2024-12-02 19:00:00""], [2603, ""2024-12-02 20:00:00""], [442, ""2024-12-02 21:00:00""], [2399, ""2024-12-02 22:00:00""], [3922, ""2024-12-05 14:00:00""]]"
88,2024-12-05 15:00:00,1933,13146,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[663, ""2024-12-02 04:00:00""], [4176, ""2024-12-02 04:00:00""], [6904, ""2024-12-02 05:00:00""], [6173, ""2024-12-02 08:00:00""], [7898, ""2024-12-02 09:00:00""], [5106, ""2024-12-02 11:00:00""], [3658, ""2024-12-02 11:00:00""], [3658, ""2024-12-02 13:00:00""], [4351, ""2024-12-02 16:00:00""], [6874, ""2024-12-02 16:00:00""], [752, ""2024-12-02 18:00:00""], [6099, ""2024-12-02 19:00:00""], [4805, ""2024-12-02 21:00:00""], [3262, ""2024-12-02 23:00:00""], [1933, ""2024-12-05 15:00:00""]]"
89,2024-12-05 16:00:00,7217,10906,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[896, ""2024-12-02 04:00:00""], [5101, ""2024-12-02 05:00:00""], [2770, ""2024-12-02 06:00:00""], [6911, ""2024-12-02 07:00:00""], [3941, ""2024-12-02 07:00:00""], [6879, ""2024-12-02 07:00:00""], [3857, ""2024-12-02 07:00:00""], [3723, ""2024-12-02 10:00:00""], [8464, ""2024-12-02 11:00:00""], [899, ""2024-12-02 11:00:00""], [8209, ""2024-12-02 12:00:00""], [1701, ""2024-12-02 12:00:00""], [2450, ""2024-12-02 13:00:00""], [1704, ""2024-12-02 13:00:00""], [6115, ""2024-12-02 14:00:00""], [9446, ""2024-12-02 15:00:00""], [571, ""2024-12-02 15:00:00""], [2569, ""2024-12-02 18:00:00""], [3308, ""2024-12-02 19:00:00""], [7217, ""2024-12-05 16:00:00""]]"
90,2024-12-05 17:00:00,6148,18028,0,,10,"[[406, ""2024-12-02 01:00:00""], [8077, ""2024-12-02 05:00:00""], [2042, ""2024-12-02 05:00:00""], [6609, ""2024-12-02 15:00:00""], [6835, ""2024-12-02 16:00:00""], [6415, ""2024-12-02 17:00:00""], [2193, ""2024-12-02 17:00:00""], [2946, ""2024-12-02 18:00:00""], [1071, ""2024-12-02 19:00:00""], [6148, ""2024-12-05 17:00:00""]]"
91,2024-12-05 18:00:00,9909,16196,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[8987, ""2024-12-02 02:00:00""], [5373, ""2024-12-02 04:00:00""], [670, ""2024-12-02 17:00:00""], [6287, ""2024-12-02 19:00:00""], [9909, ""2024-12-05 18:00:00""]]"
92,2024-12-05 19:00:00,921,12523,0,,1,"[[921, ""2024-12-05 19:00:00""]]"
93,2024-12-05 20:00:00,3455,19109,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[8160, ""2024-12-02 01:00:00""], [956, ""2024-12-02 02:00:00""], [8126, ""2024-12-02 04:00:00""], [9340, ""2024-12-02 07:00:00""], [7961, ""2024-12-02 10:00:00""], [761, ""2024-12-02 14:00:00""], [8311, ""2024-12-02 14:00:00""], [1918, ""2024-12-02 15:00:00""], [7371, ""2024-12-02 15:00:00""], [6438, ""2024-12-02 18:00:00""], [9001, ""2024-12-02 19:00:00""], [6351, ""2024-12-02 19:00:00""], [3476, ""2024-12-02 20:00:00""], [5704, ""2024-12-02 21:00:00""], [3455, ""2024-12-05 20:00:00""]]"
94,2024-12-05 21:00:00,5117,16401,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[6766, ""2024-12-02 01:00:00""], [4336, ""2024-12-02 04:00:00""], [2139, ""2024-12-02 06:00:00""], [6943, ""2024-12-02 06:00:00""], [7390, ""2024-12-02 07:00:00""], [7480, ""2024-12-02 08:00:00""], [9956, ""2024-12-02 13:00:00""], [3587, ""2024-12-02 15:00:00""], [6868, ""2024-12-02 15:00:00""], [6358, ""2024-12-02 19:00:00""], [2847, ""2024-12-02 19:00:00""], [3371, ""2024-12-02 22:00:00""], [1266, ""2024-12-02 22:00:00""], [8484, ""2024-12-02 23:00:00""], [5117, ""2024-12-05 21:00:00""]]"
95,2024-12-05 22:00:00,8907,16130,1,Số tiền giao dịch lớn.,1,"[[8907, ""2024-12-05 22:00:00""]]"
96,2024-12-05 23:00:00,3662,18992,1,3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,10,"[[5553, ""2024-12-02 01:00:00""], [3116, ""2024-12-02 06:00:00""], [2845, ""2024-12-02 06:00:00""], [2227, ""2024-12-02 09:00:00""], [404, ""2024-12-02 10:00:00""], [4896, ""2024-12-02 13:00:00""], [6668, ""2024-12-02 17:00:00""], [5851, ""2024-12-02 19:00:00""], [9913, ""2024-12-02 23:00:00""], [3662, ""2024-12-05 23:00:00""]]"
97,2024-12-06 00:00:00,4396,19881,0,,1,"[[4396, ""2024-12-06 00:00:00""]]"
98,2024-12-06 01:00:00,3083,19784,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[8690, ""2024-12-02 01:00:00""], [1070, ""2024-12-02 02:00:00""], [1073, ""2024-12-02 03:00:00""], [6162, ""2024-12-02 04:00:00""], [4077, ""2024-12-02 04:00:00""], [491, ""2024-12-02 05:00:00""], [7222, ""2024-12-02 09:00:00""], [910, ""2024-12-02 13:00:00""], [4997, ""2024-12-02 15:00:00""], [9540, ""2024-12-02 16:00:00""], [5004, ""2024-12-02 18:00:00""], [290, ""2024-12-02 18:00:00""], [7523, ""2024-12-02 22:00:00""], [1468, ""2024-12-02 23:00:00""], [3083, ""2024-12-06 01:00:00""]]"
99,2024-12-06 02:00:00,6567,17813,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[458, ""2024-12-02 02:00:00""], [880, ""2024-12-02 02:00:00""], [7235, ""2024-12-02 04:00:00""], [9146, ""2024-12-02 05:00:00""], [2218, ""2024-12-02 06:00:00""], [7053, ""2024-12-02 07:00:00""], [7462, ""2024-12-02 08:00:00""], [2519, ""2024-12-02 11:00:00""], [7143, ""2024-12-02 12:00:00""], [9162, ""2024-12-02 14:00:00""], [277, ""2024-12-02 15:00:00""], [3029, ""2024-12-02 22:00:00""], [714, ""2024-12-02 22:00:00""], [9744, ""2024-12-02 23:00:00""], [6567, ""2024-12-06 02:00:00""]]"
100,2024-12-06 03:00:00,5731,19529,0,,1,"[[5731, ""2024-12-06 03:00:00""]]"
101,2024-12-06 04:00:00,4325,19646,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 7 giao dịch trong thời gian ngắn.,20,"[[1739, ""2024-12-02 01:00:00""], [2734, ""2024-12-02 05:00:00""], [2678, ""2024-12-02 06:00:00""], [615, ""2024-12-02 06:00:00""], [9098, ""2024-12-02 08:00:00""], [5949, ""2024-12-02 09:00:00""], [5871, ""2024-12-02 10:00:00""], [2228, ""2024-12-02 13:00:00""], [5245, ""2024-12-02 14:00:00""], [2466, ""2024-12-02 17:00:00""], [525, ""2024-12-02 17:00:00""], [3533, ""2024-12-02 17:00:00""], [4982, ""2024-12-02 18:00:00""], [7994, ""2024-12-02 19:00:00""], [7711, ""2024-12-02 19:00:00""], [6491, ""2024-12-02 19:00:00""], [6704, ""2024-12-02 22:00:00""], [9942, ""2024-12-02 23:00:00""], [2654, ""2024-12-02 23:00:00""], [4325, ""2024-12-06 04:00:00""]]"
102,2024-12-06 05:00:00,158,16710,1,Số giao dịch trong 1 ngày quá nhiều. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[5511, ""2024-12-02 02:00:00""], [4321, ""2024-12-02 04:00:00""], [1312, ""2024-12-02 04:00:00""], [1780, ""2024-12-02 04:00:00""], [7594, ""2024-12-02 06:00:00""], [399, ""2024-12-02 07:00:00""], [9626, ""2024-12-02 08:00:00""], [2088, ""2024-12-02 10:00:00""], [490, ""2024-12-02 12:00:00""], [2255, ""2024-12-02 14:00:00""], [3230, ""2024-12-02 14:00:00""], [1070, ""2024-12-02 14:00:00""], [5584, ""2024-12-02 14:00:00""], [9239, ""2024-12-02 15:00:00""], [5166, ""2024-12-02 16:00:00""], [2612, ""2024-12-02 17:00:00""], [1521, ""2024-12-02 19:00:00""], [6502, ""2024-12-02 21:00:00""], [123, ""2024-12-02 23:00:00""], [158, ""2024-12-06 05:00:00""]]"
103,2024-12-06 06:00:00,913,10580,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5797, ""2024-12-02 04:00:00""], [270, ""2024-12-02 07:00:00""], [7961, ""2024-12-02 07:00:00""], [4724, ""2024-12-02 11:00:00""], [9127, ""2024-12-02 18:00:00""], [5563, ""2024-12-02 18:00:00""], [2638, ""2024-12-02 20:00:00""], [5187, ""2024-12-02 22:00:00""], [9540, ""2024-12-02 22:00:00""], [913, ""2024-12-06 06:00:00""]]"
104,2024-12-06 07:00:00,9205,15212,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[7016, ""2024-12-02 02:00:00""], [4027, ""2024-12-02 02:00:00""], [1402, ""2024-12-02 02:00:00""], [5401, ""2024-12-02 04:00:00""], [8623, ""2024-12-02 06:00:00""], [5533, ""2024-12-02 06:00:00""], [294, ""2024-12-02 06:00:00""], [8193, ""2024-12-02 07:00:00""], [6614, ""2024-12-02 09:00:00""], [8053, ""2024-12-02 09:00:00""], [9707, ""2024-12-02 10:00:00""], [8032, ""2024-12-02 11:00:00""], [8220, ""2024-12-02 11:00:00""], [4281, ""2024-12-02 15:00:00""], [9591, ""2024-12-02 16:00:00""], [1660, ""2024-12-02 16:00:00""], [8409, ""2024-12-02 17:00:00""], [568, ""2024-12-02 18:00:00""], [5428, ""2024-12-02 21:00:00""], [9205, ""2024-12-06 07:00:00""]]"
